transaction_id,amount,reason_code,merchant_category,days_since_transaction,account_age_days,previous_chargebacks_count,customer_communication_count,has_delivery_confirmation,has_signed_receipt,refund_already_issued,avs_match,cvv_match,won_dispute
TXN101895,151.26,fraud,subscription,60,1084,0,3,1,1,0,1,1,1
TXN101896,187.45,duplicate_charge,subscription,69,1901,0,0,1,0,0,1,1,1
TXN101897,132.22,product_not_received,travel,22,1933,1,0,0,1,0,1,1,1
TXN101898,119.34,fraud,travel,57,858,0,0,1,1,0,1,1,0
TXN101899,275.63,fraud,subscription,77,780,0,2,1,1,0,1,1,0
TXN101900,131.11,duplicate_charge,travel,81,1012,0,1,1,1,1,1,1,0
TXN101901,275.19,fraud,apparel,81,601,1,2,1,0,0,0,1,0
TXN101902,144.58,subscription_cancelled,apparel,119,1091,1,1,1,1,0,0,1,1
TXN101903,161.13,fraud,subscription,60,656,0,0,1,0,0,1,1,1
TXN101904,78.34,duplicate_charge,travel,52,150,2,3,1,0,0,1,1,1
TXN101905,270.22,product_unacceptable,apparel,65,1783,0,1,1,0,0,1,1,0
TXN101906,29.41,product_unacceptable,general,40,1967,0,2,1,0,0,0,1,1
TXN101907,348.22,fraud,general,38,716,1,0,0,0,0,0,1,0
TXN101908,623.04,subscription_cancelled,travel,83,1002,1,2,1,0,0,0,1,1
TXN101909,165.34,credit_not_processed,apparel,38,1006,0,1,1,1,0,1,1,1
TXN101910,159.89,fraud,general,90,55,0,2,1,0,0,1,1,1
TXN101911,39.96,fraud,apparel,89,1364,1,0,0,0,0,0,1,0
TXN101912,104.49,credit_not_processed,digital_goods,114,1146,1,1,1,1,0,1,1,1
TXN101913,298.11,product_unacceptable,general,16,2351,2,2,0,1,0,1,1,1
TXN101914,327.64,fraud,travel,44,929,1,2,1,1,1,0,1,1
TXN101915,181.25,fraud,apparel,92,1985,0,0,1,0,0,1,1,1
TXN101916,286.05,duplicate_charge,electronics,52,976,1,1,0,1,1,1,1,1
TXN101917,79.69,subscription_cancelled,digital_goods,78,463,0,0,1,0,0,1,1,0
TXN101918,212.87,duplicate_charge,subscription,88,871,0,0,0,0,0,1,1,1
TXN101919,409.78,credit_not_processed,subscription,106,2207,1,1,1,1,0,1,1,1
TXN101920,243.07,product_unacceptable,apparel,27,640,1,3,1,0,1,1,1,1
TXN101921,451.76,product_not_received,electronics,31,2111,0,2,0,0,1,1,1,0
TXN101922,461.0,product_unacceptable,subscription,57,1663,1,4,0,0,0,1,1,0
TXN101923,222.8,product_not_received,electronics,61,1863,1,2,1,0,0,1,1,1
TXN101924,6.27,product_not_received,electronics,108,1881,2,3,0,0,0,1,1,0
TXN101925,322.96,fraud,digital_goods,5,1292,1,0,0,1,0,1,1,1
TXN101926,53.23,product_not_received,travel,30,1504,0,0,1,1,0,1,1,1
TXN101927,11.17,duplicate_charge,apparel,109,174,0,0,0,1,0,1,1,1
TXN101928,25.34,fraud,apparel,74,1747,1,2,0,0,0,1,1,0
TXN101929,338.66,product_not_received,apparel,81,1778,0,3,1,1,0,1,1,1
TXN101930,224.08,duplicate_charge,digital_goods,30,259,0,1,1,1,0,1,1,1
TXN101931,184.9,duplicate_charge,electronics,75,1295,0,1,1,0,0,1,1,1
TXN101932,239.57,subscription_cancelled,electronics,45,1272,1,2,1,0,0,1,1,1
TXN101933,27.02,subscription_cancelled,digital_goods,88,774,1,2,0,0,0,1,1,0
TXN101934,131.77,duplicate_charge,electronics,11,165,0,1,1,0,0,0,0,0
TXN101935,91.48,fraud,apparel,34,24,0,1,1,0,0,0,1,0
TXN101936,174.45,product_unacceptable,travel,77,521,0,0,1,1,0,0,1,1
TXN101937,179.1,duplicate_charge,electronics,72,577,0,4,1,1,0,1,1,1
TXN101938,232.37,product_not_received,travel,101,529,0,0,1,0,0,0,1,1
TXN101939,257.79,fraud,travel,96,1514,0,1,1,0,0,0,1,0
TXN101940,28.44,product_not_received,travel,2,1052,1,2,1,0,0,1,1,1
TXN101941,133.18,product_unacceptable,travel,11,280,0,0,0,0,0,1,1,1
TXN101942,157.34,product_not_received,subscription,43,209,0,0,1,1,0,1,1,1
TXN101943,51.83,fraud,electronics,115,1638,1,1,0,0,0,1,1,1
TXN101944,46.91,subscription_cancelled,apparel,57,2336,1,1,1,1,0,1,1,1
TXN101945,40.87,credit_not_processed,apparel,107,2049,1,1,1,0,0,1,1,0
TXN101946,284.86,fraud,subscription,8,1894,0,1,1,0,0,1,1,1
TXN101947,33.53,credit_not_processed,general,115,795,0,0,1,1,0,1,1,1
TXN101948,39.44,fraud,general,8,1759,0,0,1,0,0,1,1,0
TXN101949,169.09,credit_not_processed,travel,97,204,1,0,1,0,0,0,1,1
TXN101950,212.24,credit_not_processed,digital_goods,105,428,0,2,1,1,0,1,1,1
TXN101951,153.62,fraud,digital_goods,36,349,0,4,1,0,0,1,1,1
TXN101952,61.67,subscription_cancelled,electronics,36,459,0,6,1,1,1,1,1,1
TXN101953,47.9,credit_not_processed,digital_goods,70,894,1,0,1,1,0,1,1,1
TXN101954,165.57,credit_not_processed,travel,86,109,2,2,1,0,0,1,1,1
TXN101955,140.93,credit_not_processed,apparel,15,2033,0,0,0,0,0,1,1,1
TXN101956,114.3,product_unacceptable,subscription,29,1787,0,2,1,1,0,1,1,1
TXN101957,276.14,fraud,subscription,90,1585,0,0,0,0,0,1,1,1
TXN101958,133.85,subscription_cancelled,apparel,97,438,1,0,1,0,1,1,1,0
TXN101959,44.0,duplicate_charge,general,19,2169,0,3,1,0,0,1,1,0
TXN101960,114.86,duplicate_charge,electronics,106,15,1,1,1,1,0,1,1,1
TXN101961,229.77,product_not_received,general,104,2486,1,4,0,1,1,0,1,0
TXN101962,127.57,product_unacceptable,subscription,104,1816,0,0,0,0,0,1,1,1
TXN101963,226.86,fraud,apparel,29,506,0,1,1,0,0,1,1,1
TXN101964,259.63,subscription_cancelled,travel,80,491,0,2,1,1,0,1,0,1
TXN101965,134.21,fraud,apparel,20,1737,1,1,0,0,0,1,1,0
TXN101966,153.07,subscription_cancelled,subscription,24,2020,2,2,0,0,0,1,1,1
TXN101967,121.25,subscription_cancelled,electronics,9,1166,1,1,1,0,0,1,1,0
TXN101968,230.47,product_unacceptable,apparel,59,150,0,4,1,0,0,1,1,1
TXN101969,118.26,product_unacceptable,apparel,85,1233,1,0,1,0,0,0,1,0
TXN101970,214.52,product_not_received,apparel,24,1198,1,0,1,0,0,1,1,1
TXN101971,181.31,credit_not_processed,apparel,23,813,0,3,1,0,0,1,1,1
TXN101972,25.17,subscription_cancelled,travel,33,2257,0,0,1,1,0,0,1,1
TXN101973,223.08,product_not_received,travel,24,856,0,2,0,0,1,1,0,0
TXN101974,169.05,fraud,travel,100,608,0,2,1,1,1,1,1,1
TXN101975,357.69,fraud,apparel,21,1690,1,2,1,1,0,1,1,0
TXN101976,54.13,product_unacceptable,apparel,34,1545,1,1,0,0,0,0,1,0
TXN101977,183.5,credit_not_processed,general,37,1552,0,1,1,1,0,0,1,1
TXN101978,105.15,subscription_cancelled,apparel,25,1260,0,2,0,0,0,1,1,1
TXN101979,28.24,fraud,electronics,113,796,0,1,1,0,1,1,1,0
TXN101980,20.28,subscription_cancelled,digital_goods,25,644,0,0,1,0,0,1,1,1
TXN101981,407.31,product_not_received,electronics,58,296,0,2,1,0,0,1,1,1
TXN101982,183.94,subscription_cancelled,digital_goods,68,464,0,0,0,0,0,1,1,0
TXN101983,130.69,product_not_received,general,32,1445,0,1,1,1,0,1,1,1
TXN101984,36.83,duplicate_charge,apparel,57,1015,0,3,1,1,0,1,1,1
TXN101985,391.12,credit_not_processed,subscription,21,1848,0,2,1,0,0,1,1,1
TXN101986,83.72,product_not_received,digital_goods,58,2010,0,1,1,0,1,1,1,1
TXN101987,190.36,duplicate_charge,digital_goods,3,1396,0,0,1,0,1,1,1,1
TXN101988,164.12,credit_not_processed,travel,53,261,1,0,1,0,0,1,1,1
TXN101989,517.8,fraud,travel,44,9,0,0,1,0,0,1,1,1
TXN101990,150.25,fraud,apparel,42,571,0,1,0,0,0,1,1,1
TXN101991,99.81,duplicate_charge,apparel,14,705,0,0,0,0,0,1,1,1
TXN101992,186.0,product_not_received,general,119,184,2,0,1,0,0,1,1,1
TXN101993,200.98,fraud,apparel,4,1946,0,0,1,1,1,0,1,0
TXN101994,761.03,product_unacceptable,general,18,917,0,2,0,0,1,1,1,0
TXN101995,148.32,subscription_cancelled,digital_goods,13,1856,0,0,1,0,0,0,1,0
TXN101996,52.45,product_not_received,general,117,522,1,1,1,1,0,1,0,1
TXN101997,114.33,product_not_received,digital_goods,38,26,0,0,1,1,0,1,1,1
TXN101998,185.69,subscription_cancelled,travel,52,342,0,1,1,0,0,1,1,1
TXN101999,211.12,product_unacceptable,travel,90,1175,1,2,0,0,0,0,1,0
TXN102000,33.52,subscription_cancelled,digital_goods,7,1199,0,0,0,1,0,1,0,0
TXN102001,103.56,product_unacceptable,apparel,8,1093,1,0,1,1,0,1,1,1
TXN102002,497.78,credit_not_processed,travel,22,2398,1,4,1,0,0,1,1,0
TXN102003,70.14,duplicate_charge,travel,81,1630,2,0,0,1,0,1,0,0
TXN102004,280.66,fraud,apparel,117,1829,1,1,1,0,0,1,1,1
TXN102005,117.48,credit_not_processed,subscription,74,312,0,2,0,0,0,1,1,1
TXN102006,155.06,product_unacceptable,travel,104,1163,0,0,1,1,0,1,1,1
TXN102007,37.88,fraud,electronics,105,1553,0,2,0,0,0,1,1,0
TXN102008,126.73,fraud,general,33,1461,0,0,1,0,0,1,1,1
TXN102009,184.01,duplicate_charge,electronics,22,2367,0,3,1,1,1,1,1,1
TXN102010,149.75,fraud,travel,20,1189,2,1,1,0,1,1,1,0
TXN102011,133.06,product_not_received,digital_goods,95,929,0,1,1,1,0,1,1,1
TXN102012,231.29,fraud,travel,80,2360,0,0,1,1,0,1,1,1
TXN102013,47.75,product_unacceptable,subscription,103,843,0,2,0,1,0,0,0,0
TXN102014,190.39,product_not_received,subscription,61,1425,2,1,0,1,0,1,1,1
TXN102015,18.61,product_unacceptable,travel,117,70,0,3,1,1,0,1,1,1
TXN102016,335.99,product_not_received,general,107,413,0,1,1,0,0,1,1,1
TXN102017,136.58,fraud,subscription,97,143,0,2,0,1,1,1,1,0
TXN102018,267.71,duplicate_charge,subscription,96,1044,0,3,0,0,0,1,1,1
TXN102019,8.44,product_not_received,digital_goods,15,2328,0,1,1,1,0,1,1,1
TXN102020,241.76,duplicate_charge,apparel,89,178,0,1,0,0,1,1,1,0
TXN102021,81.23,fraud,apparel,113,2438,0,1,1,1,0,1,1,1
TXN102022,155.84,fraud,travel,35,2172,1,2,1,0,0,0,1,1
TXN102023,244.49,product_not_received,travel,97,14,0,2,1,0,0,1,0,0
TXN102024,145.08,product_unacceptable,electronics,42,38,0,1,1,1,0,1,1,1
TXN102025,224.3,product_not_received,apparel,26,2251,1,0,1,0,0,1,1,1
TXN102026,118.86,subscription_cancelled,general,87,1463,1,2,1,0,0,1,1,1
TXN102027,354.15,product_not_received,subscription,20,434,1,2,1,1,0,1,1,1
TXN102028,136.29,product_unacceptable,subscription,58,2384,1,1,1,0,0,1,1,1
TXN102029,138.43,duplicate_charge,apparel,112,1403,1,5,1,0,0,1,1,1
TXN102030,140.43,fraud,electronics,19,1588,0,0,1,0,0,1,1,1
TXN102031,152.6,product_unacceptable,apparel,19,1695,1,5,0,1,0,1,1,1
TXN102032,49.98,product_not_received,general,113,504,0,1,0,0,0,1,1,0
TXN102033,68.19,product_not_received,travel,93,897,0,3,0,0,0,1,1,1
TXN102034,295.48,fraud,subscription,55,321,1,2,0,1,0,1,1,0
TXN102035,267.6,subscription_cancelled,digital_goods,49,1322,0,1,1,1,0,1,1,1
TXN102036,255.83,credit_not_processed,digital_goods,115,2468,2,3,0,1,0,1,1,1
TXN102037,210.0,fraud,travel,87,1568,0,2,1,0,0,1,1,0
TXN102038,101.59,duplicate_charge,general,109,1729,0,1,1,1,0,1,1,1
TXN102039,93.3,subscription_cancelled,digital_goods,11,484,0,1,0,1,0,1,0,1
TXN102040,147.78,product_not_received,travel,64,1354,0,2,1,1,0,1,1,1
TXN102041,327.31,subscription_cancelled,general,87,2485,0,2,1,1,0,1,1,1
TXN102042,176.43,duplicate_charge,digital_goods,5,220,1,0,0,1,1,1,1,0
TXN102043,65.25,credit_not_processed,general,61,509,0,3,0,1,0,1,1,1
TXN102044,40.73,credit_not_processed,travel,7,1799,0,1,0,1,0,1,1,1
TXN102045,273.44,fraud,general,108,25,0,4,1,1,0,1,1,1
TXN102046,398.24,product_unacceptable,digital_goods,82,516,1,1,1,0,0,1,1,1
TXN102047,31.86,product_unacceptable,travel,23,2360,1,0,1,1,0,1,1,1
TXN102048,279.76,fraud,apparel,63,47,0,4,1,0,0,1,1,1
TXN102049,206.5,product_not_received,travel,14,1072,1,0,1,0,0,1,1,1
TXN102050,78.92,credit_not_processed,apparel,96,824,0,0,1,0,0,1,1,1
TXN102051,178.14,fraud,travel,24,996,1,1,0,0,0,1,1,0
TXN102052,56.22,product_unacceptable,subscription,73,645,0,0,1,0,0,1,1,0
TXN102053,128.37,subscription_cancelled,digital_goods,10,689,0,0,1,0,0,1,1,1
TXN102054,153.99,product_not_received,digital_goods,19,1901,0,1,1,1,0,1,1,1
TXN102055,351.86,product_unacceptable,apparel,117,64,1,1,1,1,0,1,1,1
TXN102056,123.56,credit_not_processed,subscription,46,323,1,3,0,0,1,1,1,0
TXN102057,86.42,product_unacceptable,travel,15,661,0,1,1,0,0,1,1,1
TXN102058,195.42,fraud,travel,84,2066,0,2,1,0,0,0,1,0
TXN102059,228.56,fraud,electronics,24,983,0,1,1,1,1,1,0,0
TXN102060,83.81,credit_not_processed,electronics,71,87,0,3,1,0,0,1,1,1
TXN102061,63.05,product_not_received,electronics,97,1300,2,1,1,0,0,1,1,1
TXN102062,67.88,product_unacceptable,general,82,1568,0,2,1,0,0,1,1,1
TXN102063,352.69,fraud,general,30,1144,0,3,0,0,0,1,1,1
TXN102064,221.56,product_not_received,electronics,29,221,0,0,0,1,1,1,1,0
TXN102065,117.29,credit_not_processed,electronics,27,2197,0,0,0,1,0,1,1,1
TXN102066,313.66,product_unacceptable,subscription,76,2145,0,1,0,0,1,1,1,0
TXN102067,83.27,credit_not_processed,travel,81,2278,0,0,1,0,0,1,1,1
TXN102068,143.42,product_not_received,apparel,62,2409,0,2,0,1,0,1,1,1
TXN102069,55.38,product_unacceptable,travel,48,792,0,1,1,1,0,1,0,1
TXN102070,304.45,subscription_cancelled,apparel,8,1054,0,4,1,1,0,1,1,1
TXN102071,77.74,product_unacceptable,apparel,100,2398,0,1,1,1,0,1,1,1
TXN102072,79.23,product_not_received,digital_goods,79,1124,0,2,1,1,0,1,1,1
TXN102073,198.57,subscription_cancelled,general,76,2162,0,1,1,0,0,1,1,1
TXN102074,16.86,product_not_received,subscription,13,1619,0,3,1,0,0,0,1,1
TXN102075,44.93,product_unacceptable,apparel,35,2319,1,2,1,1,0,1,1,1
TXN102076,250.15,credit_not_processed,travel,37,26,0,2,0,0,0,1,1,1
TXN102077,67.01,fraud,general,72,1765,0,1,1,0,0,1,1,1
TXN102078,629.54,product_not_received,general,94,2002,0,3,0,1,0,1,1,1
TXN102079,171.39,fraud,subscription,104,495,0,2,0,0,1,1,1,0
TXN102080,29.67,product_not_received,electronics,63,1838,2,2,0,0,0,1,1,0
TXN102081,411.65,fraud,apparel,44,488,0,2,1,0,0,1,1,1
TXN102082,171.25,duplicate_charge,apparel,49,2262,1,4,0,0,0,1,1,1
TXN102083,130.94,fraud,electronics,88,2271,0,2,1,0,1,1,1,1
TXN102084,170.79,duplicate_charge,apparel,38,9,1,0,1,0,0,1,1,1
TXN102085,29.42,product_not_received,apparel,50,1267,0,1,0,0,0,1,1,0
TXN102086,147.0,product_not_received,travel,94,956,0,2,1,1,0,1,1,1
TXN102087,71.2,product_not_received,digital_goods,65,2226,0,1,1,0,0,1,1,0
TXN102088,140.21,duplicate_charge,digital_goods,56,800,1,1,1,1,1,1,1,1
TXN102089,103.8,product_unacceptable,apparel,88,1801,0,5,1,1,0,0,1,1
TXN102090,164.34,product_not_received,electronics,35,291,0,1,1,0,0,1,1,0
TXN102091,117.21,subscription_cancelled,general,8,531,0,0,0,0,0,1,1,1
TXN102092,98.51,product_unacceptable,travel,94,2463,0,1,0,1,0,1,1,0
TXN102093,64.56,fraud,apparel,55,961,0,3,1,0,1,1,1,1
TXN102094,30.78,credit_not_processed,subscription,39,1914,0,1,1,0,0,1,1,1
TXN102095,24.67,product_not_received,subscription,12,2419,0,2,0,0,1,1,1,0
TXN102096,46.4,fraud,general,111,2413,1,2,0,1,0,1,1,1
TXN102097,236.78,product_unacceptable,electronics,87,48,1,0,1,1,0,1,1,1
TXN102098,61.38,fraud,travel,33,581,0,1,1,1,1,1,1,0
TXN102099,85.64,product_not_received,general,73,1786,2,2,1,0,0,1,1,1
TXN102100,86.32,subscription_cancelled,subscription,56,2316,0,1,1,0,1,1,1,1
TXN102101,105.14,fraud,apparel,39,2446,1,1,1,0,0,0,1,0
TXN102102,208.71,subscription_cancelled,general,38,1800,0,1,1,1,0,1,1,1
TXN102103,116.3,credit_not_processed,digital_goods,10,260,0,4,1,1,0,1,1,1
TXN102104,268.49,duplicate_charge,digital_goods,116,1856,1,2,1,0,1,1,1,0
TXN102105,46.91,duplicate_charge,travel,111,679,0,3,0,0,0,1,1,1
TXN102106,249.17,duplicate_charge,subscription,104,2021,1,1,1,0,0,1,1,1
TXN102107,379.38,credit_not_processed,electronics,38,1367,1,2,0,1,0,1,1,1
TXN102108,145.57,product_not_received,travel,119,459,1,1,0,1,0,1,1,0
TXN102109,57.45,fraud,subscription,33,2109,0,2,0,0,0,1,1,1
TXN102110,211.67,product_unacceptable,travel,99,2472,0,0,1,0,0,0,1,0
TXN102111,147.54,product_unacceptable,apparel,13,1266,1,2,0,1,0,1,1,1
TXN102112,185.72,fraud,electronics,37,2031,0,2,0,0,0,1,1,0
TXN102113,273.94,duplicate_charge,travel,69,148,0,1,1,1,1,1,1,1
TXN102114,109.28,fraud,subscription,116,677,0,3,0,1,0,1,1,1
TXN102115,95.84,credit_not_processed,travel,32,317,1,2,0,1,0,0,1,0
TXN102116,711.19,product_not_received,general,52,709,0,3,1,0,1,1,1,1
TXN102117,213.63,fraud,travel,101,939,1,0,1,1,0,1,1,1
TXN102118,307.48,fraud,travel,57,1078,0,0,1,0,0,1,1,1
TXN102119,262.99,product_not_received,electronics,82,806,0,0,0,0,1,1,1,1
TXN102120,310.1,product_not_received,travel,50,1361,0,2,1,0,0,1,1,1
TXN102121,190.36,fraud,apparel,1,549,1,0,0,0,0,1,1,1
TXN102122,284.8,product_not_received,subscription,34,869,0,1,1,1,1,1,1,1
TXN102123,86.09,fraud,electronics,68,2100,1,0,1,1,0,1,1,1
TXN102124,30.01,product_not_received,general,3,1405,1,1,1,0,0,0,1,1
TXN102125,68.63,product_not_received,apparel,28,67,3,2,1,0,0,1,1,1
TXN102126,131.56,product_not_received,digital_goods,114,820,1,0,0,1,1,1,1,0
TXN102127,118.51,product_not_received,electronics,2,2073,0,1,1,0,0,1,1,1
TXN102128,148.18,fraud,apparel,30,450,0,2,1,0,0,1,1,0
TXN102129,81.9,fraud,general,74,2304,0,1,1,0,0,1,1,1
TXN102130,19.28,fraud,apparel,68,739,2,2,1,1,0,1,1,1
TXN102131,106.85,subscription_cancelled,travel,25,1575,0,0,1,0,0,1,1,1
TXN102132,41.53,credit_not_processed,general,8,1187,0,3,0,1,0,1,1,1
TXN102133,143.42,credit_not_processed,travel,108,1563,0,3,1,1,0,1,1,0
TXN102134,197.0,product_unacceptable,electronics,66,1993,1,3,0,0,0,1,1,0
TXN102135,105.19,product_unacceptable,digital_goods,69,372,1,2,1,0,0,1,1,1
TXN102136,54.27,product_not_received,digital_goods,7,880,0,1,1,0,0,1,1,1
TXN102137,153.94,subscription_cancelled,apparel,25,1420,1,1,1,0,0,1,1,1
TXN102138,736.81,subscription_cancelled,apparel,9,651,4,0,0,0,0,1,1,1
TXN102139,213.56,subscription_cancelled,travel,117,937,0,1,1,1,0,0,1,1
TXN102140,225.05,credit_not_processed,digital_goods,92,2214,1,3,1,0,0,1,1,1
TXN102141,96.53,product_not_received,apparel,66,572,1,1,0,0,0,1,1,1
TXN102142,73.17,subscription_cancelled,digital_goods,82,474,1,2,1,0,1,1,1,0
TXN102143,310.59,subscription_cancelled,digital_goods,20,1458,1,1,0,0,0,1,1,0
TXN102144,13.03,product_not_received,apparel,118,249,0,1,1,1,0,1,1,1
TXN102145,79.77,credit_not_processed,digital_goods,62,2,1,1,1,0,1,1,1,0
TXN102146,437.84,fraud,general,62,2174,0,2,1,0,0,1,0,1
TXN102147,136.81,credit_not_processed,travel,115,691,0,0,0,1,0,0,1,1
TXN102148,33.95,subscription_cancelled,travel,12,301,0,1,0,0,0,0,1,1
TXN102149,201.23,fraud,general,51,1640,0,0,1,0,1,1,0,0
TXN102150,105.74,duplicate_charge,travel,11,1202,0,2,0,1,1,0,1,1
TXN102151,26.78,fraud,apparel,51,1137,0,1,1,1,0,0,1,0
TXN102152,174.55,subscription_cancelled,digital_goods,32,1095,0,1,1,1,0,0,1,1
TXN102153,155.87,subscription_cancelled,digital_goods,55,364,1,1,1,0,0,1,1,1
TXN102154,149.18,duplicate_charge,digital_goods,84,2146,0,1,0,0,0,1,1,0
TXN102155,211.39,subscription_cancelled,electronics,34,3,0,3,1,0,0,1,1,1
TXN102156,51.07,fraud,electronics,7,1207,0,2,1,0,0,1,1,1
TXN102157,187.67,product_not_received,digital_goods,20,676,1,2,1,1,0,1,1,1
TXN102158,164.41,product_not_received,general,86,1604,0,2,1,0,0,1,1,0
TXN102159,306.13,fraud,subscription,69,1372,0,0,0,0,0,1,0,0
TXN102160,78.87,product_unacceptable,general,117,962,1,1,1,0,1,1,1,1
TXN102161,343.5,product_not_received,apparel,107,1336,0,2,0,0,0,1,1,1
TXN102162,259.82,product_not_received,digital_goods,20,567,0,1,1,0,1,1,1,0
TXN102163,132.7,product_not_received,travel,88,327,1,1,1,0,0,0,1,0
TXN102164,149.11,credit_not_processed,digital_goods,11,2263,0,0,1,1,0,1,1,1
TXN102165,14.17,product_not_received,digital_goods,12,1534,1,2,1,0,0,1,1,1
TXN102166,145.95,credit_not_processed,digital_goods,95,1634,0,1,0,0,1,1,1,0
TXN102167,247.37,product_not_received,electronics,48,2497,0,2,1,1,0,1,1,1
TXN102168,117.22,product_not_received,general,119,2260,1,1,1,0,0,1,1,1
TXN102169,305.61,product_unacceptable,general,1,1462,0,1,1,0,0,1,1,1
TXN102170,203.73,product_not_received,electronics,60,1980,1,2,1,0,0,1,1,1
TXN102171,527.87,product_not_received,digital_goods,37,1319,0,1,1,1,0,1,1,1
TXN102172,83.68,product_unacceptable,travel,118,594,0,4,1,0,0,1,1,1
TXN102173,230.97,fraud,subscription,80,1556,0,3,0,0,1,1,1,0
TXN102174,42.69,product_not_received,general,92,2282,0,1,1,0,0,1,1,1
TXN102175,125.86,product_unacceptable,digital_goods,35,2199,0,1,0,0,0,1,1,1
TXN102176,212.4,product_not_received,subscription,107,1262,1,2,1,1,0,0,1,1
TXN102177,241.2,subscription_cancelled,general,101,2364,1,1,0,0,0,1,1,0
TXN102178,110.12,product_not_received,subscription,94,493,0,1,1,0,0,1,1,1
TXN102179,328.52,credit_not_processed,apparel,57,102,1,2,1,1,0,1,1,1
TXN102180,377.65,subscription_cancelled,subscription,110,1008,0,3,1,1,0,1,1,1
TXN102181,84.5,credit_not_processed,digital_goods,80,512,0,2,1,0,0,1,1,1
TXN102182,128.97,subscription_cancelled,electronics,8,2394,0,1,0,1,0,1,1,1
TXN102183,118.67,fraud,subscription,106,289,0,0,1,0,0,1,1,1
TXN102184,96.47,product_unacceptable,general,3,1336,0,7,1,0,0,1,1,1
TXN102185,361.84,fraud,digital_goods,82,1930,1,1,0,0,0,1,1,0
TXN102186,359.03,subscription_cancelled,digital_goods,30,277,0,0,1,0,1,0,1,0
TXN102187,121.86,duplicate_charge,digital_goods,107,113,0,0,0,0,0,1,1,1
TXN102188,230.17,product_not_received,electronics,87,1383,0,6,1,1,1,0,1,1
TXN102189,303.18,credit_not_processed,general,97,2256,0,1,1,0,1,1,1,1
TXN102190,176.29,fraud,electronics,84,40,0,2,1,1,0,1,1,1
TXN102191,114.66,product_unacceptable,travel,68,51,0,4,1,0,0,1,1,1
TXN102192,79.47,subscription_cancelled,electronics,103,2313,0,1,0,0,0,1,1,1
TXN102193,245.85,fraud,subscription,36,1506,1,1,1,1,0,0,1,1
TXN102194,46.17,duplicate_charge,general,63,1753,0,2,1,0,0,1,1,0
TXN102195,117.14,subscription_cancelled,travel,36,688,2,3,1,0,0,1,1,1
TXN102196,101.63,fraud,travel,14,780,0,0,0,0,0,1,1,0
TXN102197,43.48,product_unacceptable,subscription,105,1176,1,2,1,0,0,1,1,1
TXN102198,137.02,product_not_received,general,60,535,0,3,1,0,0,1,1,0
TXN102199,126.82,duplicate_charge,general,7,1104,1,2,0,0,0,1,1,1
TXN102200,65.92,fraud,apparel,99,2384,2,1,1,0,0,1,1,1
TXN102201,352.61,credit_not_processed,travel,113,1872,0,0,1,0,1,1,0,1
TXN102202,247.05,credit_not_processed,subscription,79,2172,1,0,1,0,0,1,1,1
TXN102203,150.93,fraud,apparel,39,1241,0,1,0,0,1,1,1,0
TXN102204,273.85,product_not_received,subscription,103,1968,0,5,0,1,0,1,1,0
TXN102205,319.53,duplicate_charge,electronics,88,1053,2,0,1,1,0,1,1,1
TXN102206,363.44,duplicate_charge,general,34,1543,1,1,0,0,0,1,1,1
TXN102207,83.26,product_unacceptable,travel,40,1825,0,2,0,0,0,1,1,1
TXN102208,273.77,fraud,subscription,118,2062,0,0,1,0,0,1,1,0
TXN102209,127.24,fraud,subscription,114,2314,0,3,0,0,0,1,1,1
TXN102210,171.84,credit_not_processed,apparel,81,263,1,2,1,1,0,1,1,1
TXN102211,86.86,product_unacceptable,digital_goods,5,1984,0,2,1,0,0,1,1,1
TXN102212,145.62,credit_not_processed,general,28,1774,0,1,1,1,0,1,1,1
TXN102213,276.53,product_unacceptable,electronics,43,1841,0,0,0,1,0,1,1,1
TXN102214,426.45,credit_not_processed,subscription,64,36,0,2,0,1,0,1,1,1
TXN102215,134.97,fraud,apparel,104,1219,0,1,1,0,0,1,1,1
TXN102216,67.81,fraud,travel,101,2402,0,0,1,0,0,1,1,0
TXN102217,469.1,credit_not_processed,travel,33,2250,1,1,1,1,0,1,1,1
TXN102218,80.53,credit_not_processed,subscription,13,577,1,5,1,1,0,1,1,1
TXN102219,30.72,product_not_received,general,33,1215,0,2,1,0,0,1,1,1
TXN102220,92.76,product_not_received,digital_goods,29,2159,1,1,1,0,0,1,1,1
TXN102221,308.9,product_unacceptable,apparel,107,2325,0,3,1,0,0,1,1,0
TXN102222,76.03,product_not_received,digital_goods,2,827,0,0,0,0,0,1,1,1
TXN102223,53.22,fraud,travel,99,2007,0,1,1,0,0,1,1,1
TXN102224,160.11,credit_not_processed,subscription,79,2086,0,3,0,0,0,1,1,1
TXN102225,426.59,product_not_received,subscription,13,375,2,1,1,1,0,1,1,1
TXN102226,206.48,duplicate_charge,digital_goods,82,79,2,2,1,1,0,1,0,1
TXN102227,45.46,fraud,general,70,117,0,2,1,1,0,1,1,1
TXN102228,579.6,fraud,electronics,1,363,1,1,0,1,0,1,1,1
TXN102229,189.21,duplicate_charge,electronics,27,1852,1,1,1,1,0,1,1,1
TXN102230,287.74,product_not_received,electronics,42,973,0,2,1,0,0,1,1,1
TXN102231,36.66,duplicate_charge,general,26,1714,1,0,1,1,0,1,0,1
TXN102232,515.97,fraud,apparel,69,224,1,4,1,0,0,1,1,0
